"MOD_CAP","TRAIN","FULL_CAP"
"loving amazing work artist wait feature work new store",0,"I’m loving this. More amazing work from artist @tammyballer Can’t wait to feature her work in the new store #glass #rig #waterpipe #glasscollector #bong #spoon #banger #pipes #chillum #recycler #sidecar #bubblecap #steamroller #nectarcollector #spubler #watson #oilrig #sherlock #nail #dabber #batteries #dabswords #minis #perculator #slides #insideout #fumed #colors #happycrab"
"feels like yesterday stumbled across early glass collection dream eventually acquire one months ago scooped one site blown away quality craftsmanship gone piece happy entered giveaway months ago managed win second place laced poppin banana slim wooklace honestly never flex anything work heaters adds artists work shows respect buy",0,"It feels just like yesterday that I stumbled across @wooklace 🙌🏻🙌🏻 I was early into my glass collection and it was a dream to eventually acquire one. A few months ago a scooped one from his site and was blown away at the quality and craftsmanship that has gone into the piece. I’m so happy I entered into his giveaway a few months ago because I managed to win Second Place!🥈He laced me up a POPPIN @dippyglass Banana on a SLIM Wooklace 🤯😤🤯 I honestly will never flex anything other than his work with my heaters because it adds to these artists work and shows you RESPECT what you buy #headyglass #wooklace #heater #headypendant #headyart #giveaway #craftsmanship #quality  #glassofig #dippyglass"
"aquamarine tanzanite favorite appreciate feedback dm interested",0,"Aquamarine and tanzanite, which is your favorite?
.
Appreciate any feedback
Dm if interested"
"pumped pattern turned tube redwood sparkle lit scooped",0,"So pumped how the pattern turned out on this tube! That @greasy_glass redwood sparkle is so lit!🔫
Scooped up by @pickle727"
"made little pink hammer pipe one friends turned pretty nice first attempt",0,"Made this little pink hammer pipe for one of my friends. Turned out pretty nice for my first attempt😁
•
•
•
 #terps #710community #710 #dabs #meltshot  #headyglass #rigs  #shatter #bubblecap #shatterday #glassart #minitube #dabbersunite #headyglassart #pendantsofig #glass #highendglass #glassgallery #glassofig #bestogglass
#glasslife #pendantsofig"
"finally finished functioning like boss sips rips",0,"Finally finished and functioning like a boss
No sips just rips 🤘 
#prodigyglass #heady #headyart #headyglass #bestofglass #glassforsale #sellglass #buyglass #wook #headyboro #recycler #function #functionalart #squad #glassofig  #worky #raptor #skull #fossils #dinosaur #nosipsjustrips"
"puffco peak bubble cap",0,"Puffco Peak bubble cap 🌌🛸
.
.
.
#asaglass #spacetech #holder 
#bubblecap  #puffcopeak #functionalart #honeycomb #silver #gold #fume #photooftheday #glassofig #oprahsbookclub #tastetheasa"
"focus",0,"focus 🌊 
#tiedyeclothes #hippiestyle #tiedye #tiedyeart #grateful #hippieart #heady #headyart #peacefulart #color #colorful #tieanddye #tiedyeties #gratefuldead #festival #festivalwear #wearableart #handdyed #tiedye4life #dharmatradingco #gratefuldyes #anandadyes"
"auction hi friends auction today cfl elixir rainbow bubblecap fits 25mm bangers bidding starts 25 minimum 5 increments raise shipping 7 winner must paypal creditdebit cash app ready end auction please legal buying age state 10 minute snipe rule effect auction ends tuesday 710pm pdt happy bidding thanks support",1,"🔥🔥AUCTION🔥🔥 Hi friends🙂 Up for auction today is this cfl elixir rainbow bubblecap. Fits up to 25mm bangers. Bidding starts at $25 with minimum of $5 increments to raise. Shipping is $7. Winner must be paypal, credit/debit or cash app ready at end of auction. Please be of legal buying age in your state. 10 minute snipe rule is in effect. 
Auction ends Tuesday 7:10pm pdt. Happy bidding and thanks for your support😋
#alanbglass#terps#cfl#glassforsale#710#420#710society#fueledbythc#oprahsbookclub#thousanddollarsmoke#dabstagram#heady#cannabiscommunity#kush#dabbersdaily"
"bubble caps post today grabs one 15 shipped fits 25mm bangers",0,"Have a few more bubble caps to post today up for grabs. This one is 15$ shipped and fits 25mm Bangers.

#buymyglass #glassdabz #glassgallery #glassblowing #glassforsale #boroforsale #boroballers #highendglass #glassofig #dabbers_unite #dabbingdaily #bubblecap #carbcapsofig #carbcap #carbcapsforsale #terpspinner #wfayo #oprahswookclub #rawlife247 #710 #420 #shatter #wax #ostf"
"one sold thankful friends collectors",0,"this one’s sold :) I’m very thankful for my friends and collectors 🙏 #bubblecap"
"edit closed wholesale inventory shops hit auction time today skull frankensteins monster must paypalvenmo ready starts 30 bid whatever reserve buy ends tomorrow 11am please tag whoever outbid pay paypal fee pay shipping comes signed bottom made haterade get yo bids tomorrow hang video end",1,"[EDIT: CLOSED. NOW UP FOR WHOLESALE INVENTORY, Shops Hit Me Up!] AUCTION TIME! Today we have The skull of frankensteins monster! 💀 Must be paypal/venmo ready, Starts at $30, Bid whatever, no reserve, no buy it now, ends tomorrow at 11am, please tag whoever you outbid, you pay paypal fee and I’ll pay shipping 🙏 (comes signed on the bottom) made with @glassalchemy Haterade 🔥 Get yo bids in before tomorrow, Hang Video at the end ✌️ #coe33 #boro #cfl #headyglass #dabstagram #glassofig #glassblowing #goodshit #newshit #sramirezglass #madeintheus #420 #710 #instaweed #headyglassart #headypendys #bubblecap #cflreactive #freeglass #glassgiveaway #lampworking #AZ #azlocal #glass"
"check new website snag art wwwokcannasseurcom wwwamericancannasseurcom",0,"Check out the new website and snag some art! www.okcannasseur.com
www.americancannasseur.com
.
.
.
.
.
.
.
#cannabisnews #cannabis #marijuana #leafly #hightimes #staymedicated #cannabiscup #headydesign #headyart #headshop #sq788 #freedom #plantmedicine #oklahomacity #weedmaps #cannabiscommunity #oklahomamedicalmarijuana #oklahomacannabiscommunity"
"another ice pick bubble cap one still available",0,"Another 'ice pick' bubble cap. This one is still available!

#dabber #dab #dablife #420 #710 #glasstool #dabtool #bubblecap #bubble710 #710hit #smoke710 #smoke #smokingcommunity"
"35 shipped lower 48 10 25 mm bubble caps lots nice colors sparkle swipe see",0,"$35 shipped in the lower 48. 10, 25 mm bubble caps. Lots of nice colors, sparkle, swipe to see them all! #glass #glassofig #glassblowing #glassforsale #glassart #carbcap #bubblecap #dabbersdaily #dabbers #minirig #rigsofig #coe33 #boro #cfl"
"new bubble caps yesterday agua azul x 2 terps special request serendipity small still fit 25mm x 25mm buckets send dm questions good monday",0,"Here are a few new bubble caps from yesterday: Agua Azul x 2, Terps (special request), and a Serendipity that is about as small as it can be and still fit 25mm x 2.5mm buckets🔥 Send a DM for other questions. Have a good Monday!
#jongglass #bubblecap #seattle #terps #serendipity #aguaazul"
"newest additions cap collection thx raj thx deal 2 caps",0,"My newest additions to my cap collection @strictlyclits thx Raj @lemonade_glassworks thx for the deal on the 2 caps #710 #710gallery #710life #710community #710movement #710lifestyle #710daily #710society #dabstagram710 #dabstagram #dab #dabsociety #dabs #dablife #dablifestyle #dabtools #carbcap #bubblecap #dabbing #dabindreads #dreadlocks #dreads #420 #420lifestyle #420life #420daily #420society #weedstagram420 #marijuana #weed"
"wormhole caps available soon heres one personal favorite triple layers recent batch hope great day thanks love support scooby",0,"Few wormhole caps will be available soon, here's one of my personal favorite triple layers from the recent batch 💎🙏 hope you all are having a great day! Thanks for your love and support! - Scooby

#fumicello #fume #fumecrew #glassofig #glassart #glassforsale #highsociety #weed #recycler #kleinrecycler #functiononpoint #waterspinner #terps #terpspinner #functiongameonpoint #bubbletrap #scoobymeowglass #heady #bubblecap #wormhole #marble"
"bad amount work much time bit sick heading champs vegas booth 2116 come stop thanks looking",0,"Not a bad amount of work for not having much time and being a bit sick.  This is all heading to champs Vegas.  Booth 2116 come on and stop by.  Thanks for looking. 🔥🏔
#coloradoglass #glassforsale #headyglass #headyglassforsale #10mmmafia #lowtemp #wasteittotasteit #topshelflife #oprahswookclub #terps #terpsonterps #smallerisballer #grommytube #sauce #cbd #bubblecap #cbdisolate #710 #420 #glassart #rigsofig"
"def something pic brave let get close",0,"@skimaskglass is def up to something in this pic. Brave of @bishop3333 to let him get so close! 📷 @photosilicate ———————————————#pipeclassic12 #pipeclassic14 #glasspipes #vermont #burlington #vermont #competition #bestofthebest #glassart #glassporn #cannabis #glassblowing #degenerateart #oprahsbookclub #oprahswookclub #oprahsfightclub #glasspipesforsale #headyart #cannabiscommunity #longlivepipes"
"directional caps available stunning fit 25mm bangers perfectly",0,"@steve_sizelove directional caps available! These are stunning, and fit 25mm bangers perfectly. #sizelove #teamsizelove #headyglass #bubblecap #glassforsale"
"beautiful shaping great swipe see progress shots photo",0,"Beautiful shaping by the great @coojoglass. Swipe to see progress shots!

PHOTO: @banginaround
.
.
.
#artthatgivesback #michiganglassproject #2019mgp #glassofig #headyart #bestofglass"
"new logo working look new pucks dabmats peep glass sells trades",0,"New logo I’ve been working on for @tokingwhale  Be on the look out for his new pucks and dabmats and peep some of the 🔥 glass he sells and trades!"
"oozing love color fat opal coin adorned setting beautiful drips lovely currently available submission snag heater great price today pelican included hit dms work deal shipping nationwide payment plans available dms always open",0,"This @skrillinger is oozing with love and color 🌈 A fat opal coin is adorned by a setting of beautiful drips 💦 on what is a lovely & currently available submission from #PipesInThePanhandle 💎 Snag this heater for a great price today with a pelican included 💼 or Hit the DMs to work out a deal 🙌🏻🔥
* Shipping Nationwide📦
* Payment plans available 💵
* DMs are always open 💻📲📩
.
.
.
#bestofglass #glassofig #functionalglassart #headyglass #glassart #headyart #tleafgallery #tleafsmokeshop #tleafcrew #glassporn #glassofinstagram #glasspipe #420 #710 #heady #headyglassforsale #headyglassart #headylife #glass #glassblowing #glass4sale #glassforsale"
"droppin super louie diamonds wterps picked capped blue dream crushed opal meds wicked firepotent af clear energetic effect makes sense given lineage cross bought 7gthat speak haha stoked see emerging scene drop monday almost guarantee already gone gotta watch drops catch like pokémon fam",0,"Droppin’ some @whitemousseoklahoma Super Louie diamonds w/terps I picked up from @craftcannabiscompany through my @mobiusglass #recurvematrix, @highlyeducatedti #v2gavel, @constant.gems #rubysteamroller, capped with my @borocat blue dream and crushed opal #bubblecap. These meds are wicked fire...potent AF with clear, energetic effect. Which makes sense given it’s lineage is a cross of #supersilverhaze and #grapelouie. I bought 7g...that should speak for itself, haha. Stoked to see that #okiefire emerging on the scene. The drop was on Monday, and I can almost guarantee they’re already gone. Gotta watch out for those drops and catch the #terps like Pokémon, fam. 💯🔥💎🤫😤😁✌🏻💙 #405smokersclub #sq788 #smokelahoma #tokelahoma #okmmj #oklahomammj #oklahomacannabiscommunity #oklahomacannabis #oklahomamedicalcannabis #headyglass #headylife #oprahswookclub #thousanddollarsmoke #thousanddollarglass #wedontsmokethesame #dabs #firemeds #topshelfonly #weshouldsmoke"
"made bowls sections",0,"Made a few bowls with these sections from @loudon__glass #glassofig #14mm #rainbow #availableglass #glassforsale #tiedye #bayareaglass #berkeley #sebastopol #handmade #madeincalifornia #wfayo #oprahsbookclub #oprahswookclub #runtz #girlswhosmoke #martini #glasslove #glassporn #headyglass #headyart #functionalglassart #craft"
"24 hour auction weedle pokémon pendant leave bids comments artist 225 x 1 inches l x w auction rules starting bid 80 bid increments 10 minimum tag person outbid highest bidder wins free international shipping credit debit card ends tuesday 130 pm et shipping week optional add handmade parachute necklace 10 247 support available payment due immediately conclusion auction failure pay block",1,"🚨24 Hour Auction🚨
Weedle Pokémon pendant. Leave your bids in the comments below!
Artist: @mythicglass
(About 2.25 x 1 inches) (L x W)
👇👇AUCTION RULES👇👇
👉Starting Bid: $80
👉Bid Increments: $10 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Tuesday 1:30 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass"
